Time;km;speed_kmh;FC;dist;speed_smooth;fc_smooth;fc_ref;std_ref;fc_delta;label_effort
2024-10-13T08:15:44Z;0.0;0.0;117;0.0;0.0;117.0;77.40991086089613;9.287487713817985;39.59008913910387;Repos/Arret
2024-10-13T08:15:45Z;0.003;0.0;117;0.003;0.0;117.0;77.40991086089613;9.287487713817985;39.59008913910387;Repos/Arret
2024-10-13T08:15:46Z;0.005;10.08;116;0.002;3.36;116.66666666666667;124.43753647665964;14.760789394083401;-7.770869809992973;Repos/Arret
2024-10-13T08:15:47Z;0.008;10.08;118;0.003;5.04;117.0;147.9513492845414;17.49744023421611;-30.951349284541408;Sous-régime
2024-10-13T08:15:48Z;0.011;10.08;119;0.003;6.048;117.4;159.7852922414593;16.652233115620017;-42.3852922414593;Sous-régime
2024-10-13T08:15:49Z;0.013;9.72;120;0.002;6.66;117.83333333333333;163.37990358352647;11.21161126615165;-45.54657025019314;Sous-régime
2024-10-13T08:15:50Z;0.016;9.36;120;0.003;7.045714285714285;118.14285714285714;164.58588680409883;10.184676251134679;-46.443029661241695;Sous-régime
2024-10-13T08:15:51Z;0.018;9.36;124;0.002;7.335;118.875;164.57721360337553;10.493023805636213;-45.702213603375526;Sous-régime
2024-10-13T08:15:52Z;0.021;9.36;124;0.003;7.559999999999999;119.44444444444444;164.6499755240944;10.58813347966936;-45.20553107964996;Sous-régime
2024-10-13T08:15:53Z;0.023;8.64;125;0.002;7.668000000000001;120.0;164.78985146746427;10.442760736974112;-44.789851467464274;Sous-régime
2024-10-13T08:15:54Z;0.025;8.64;128;0.002;7.756363636363636;120.72727272727273;164.90429542113054;10.32381940204164;-44.17702269385781;Sous-régime
2024-10-13T08:15:55Z;0.028;8.28;130;0.003;7.8;121.5;164.96081095380524;10.26508294034659;-43.460810953805236;Sous-régime
2024-10-13T08:15:56Z;0.03;7.92;130;0.002;7.809230769230769;122.15384615384616;164.97276616264028;10.252657919603406;-42.81892000879412;Sous-régime
2024-10-13T08:15:57Z;0.032;7.92;134;0.002;7.817142857142857;123.0;164.98301348449888;10.242007901823536;-41.98301348449888;Sous-régime
2024-10-13T08:15:58Z;0.034;7.92;135;0.002;7.824;123.8;164.99189449677633;10.232777886414313;-41.19189449677633;Sous-régime
2024-10-13T08:15:59Z;0.037;8.28;138;0.003;7.8525;124.6875;165.0288062040545;10.194415634869733;-40.34130620405449;Sous-régime
2024-10-13T08:16:00Z;0.04;9.0;138;0.003;7.919999999999999;125.47058823529412;165.11622866866068;10.103557670685205;-39.645640433366566;Sous-régime
2024-10-13T08:16:01Z;0.043;9.72;139;0.003;8.020000000000001;126.22222222222223;165.21599489091778;9.963407246843314;-38.993772668695556;Sous-régime
2024-10-13T08:16:02Z;0.047;10.8;141;0.004;8.166315789473684;127.0;165.18786138129332;9.725886163050282;-38.18786138129332;Sous-régime
2024-10-13T08:16:03Z;0.05;11.52;141;0.003;8.334;127.7;165.1556191648676;9.45367674831481;-37.4556191648676;Sous-régime
2024-10-13T08:16:04Z;0.054;12.24;141;0.004;8.52;128.33333333333334;165.18284036581758;9.208879444072231;-36.84950703248424;Sous-régime
2024-10-13T08:16:05Z;0.058;12.96;143;0.004;8.72181818181818;129.0;165.77961247528822;9.457903452125322;-36.77961247528822;Sous-régime
2024-10-13T08:16:06Z;0.061;12.96;143;0.003;8.906086956521738;129.6086956521739;166.32449135784833;9.685273198608582;-36.715795705674424;Sous-régime
2024-10-13T08:16:07Z;0.064;12.24;143;0.003;9.045;130.16666666666666;166.53813727706466;9.823530713300078;-36.371470610398006;Sous-régime
2024-10-13T08:16:08Z;0.068;12.96;145;0.004;9.2016;130.76;166.3152329388996;9.901405988964903;-35.55523293889962;Sous-régime
2024-10-13T08:16:09Z;0.071;12.24;146;0.003;9.318461538461538;131.34615384615384;166.148892301047;9.959519810946436;-34.80273845489316;Sous-régime
2024-10-13T08:16:10Z;0.074;11.52;149;0.003;9.4;132.0;166.03283050791654;10.000067896320596;-34.03283050791654;Sous-régime
2024-10-13T08:16:11Z;0.077;11.52;146;0.003;9.475714285714286;132.5;165.92505884286686;10.037719689882316;-33.42505884286686;Sous-régime
2024-10-13T08:16:12Z;0.08;11.52;147;0.003;9.546206896551723;133.0;165.7275842704403;9.933067815019266;-32.7275842704403;Sous-régime
2024-10-13T08:16:13Z;0.083;10.44;146;0.003;9.575999999999999;133.43333333333334;165.62254617688487;9.85780383026056;-32.18921284355153;Sous-régime
2024-10-13T08:16:14Z;0.085;10.08;150;0.002;9.912;134.53333333333333;164.4379498995653;9.0089933354818;-29.904616566231965;Sous-régime
2024-10-13T08:16:15Z;0.088;10.08;152;0.003;10.248;135.7;164.07287523064812;8.738228715380595;-28.372875230648134;Sous-régime
2024-10-13T08:16:16Z;0.09;9.72;152;0.002;10.236;136.9;164.0755279691781;8.740573414230463;-27.17552796917809;Sous-régime
