Time;km;speed_kmh;FC;dist;speed_smooth;fc_smooth;fc_ref;std_ref;fc_delta;label_effort
2021-03-06T09:00:01Z;0.0;0.0;97;0.0;0.0;97.0;77.40991086089613;9.287487713817985;19.590089139103867;Repos/Arret
2021-03-06T09:00:02Z;0.0;0.0;97;0.0;0.0;97.0;77.40991086089613;9.287487713817985;19.590089139103867;Repos/Arret
2021-03-06T09:00:03Z;0.001;1.08;97;0.001;0.36000000000000004;97.0;82.44858503401366;9.873912893846423;14.55141496598634;Repos/Arret
2021-03-06T09:00:04Z;0.002;2.16;97;0.001;0.81;97.0;88.74692775041055;10.606944368881969;8.25307224958945;Repos/Arret
2021-03-06T09:00:05Z;0.004;3.6;97;0.002;1.3679999999999999;97.0;96.55687271874271;11.515903397926047;0.44312728125728995;Repos/Arret
2021-03-06T09:00:06Z;0.006;4.68;97;0.002;1.92;97.0;104.28283978418958;12.415088673969652;-7.2828397841895764;Repos/Arret
2021-03-06T09:00:08Z;0.011;7.56;100;0.005;2.7257142857142855;97.42857142857143;115.55987245735736;13.72756407689044;-18.131301028785927;Repos/Arret
2021-03-06T09:00:08Z;0.012;7.56;100;0.001;3.33;97.75;124.01764696223319;14.711920629081032;-26.267646962233187;Repos/Arret
2021-03-06T09:00:09Z;0.016;10.08;101;0.004;4.08;98.11111111111111;134.5148848228947;15.933639754140277;-36.40377371178357;Repos/Arret
2021-03-06T09:00:10Z;0.019;11.16;102;0.003;4.787999999999999;98.5;144.42427736335912;17.086942608196203;-45.924277363359124;Repos/Arret
2021-03-06T09:00:11Z;0.023;11.88;102;0.004;5.432727272727273;98.81818181818181;153.44808474612415;18.137176794247132;-54.62990292794234;Sous-régime
2021-03-06T09:00:12Z;0.027;12.24;104;0.004;6.0;99.25;159.4638998682477;17.176243188105875;-60.213899868247694;Sous-régime
2021-03-06T09:00:13Z;0.03;12.6;105;0.003;6.507692307692308;99.6923076923077;162.8390527860444;11.693468699059613;-63.1467450937367;Sous-régime
2021-03-06T09:00:14Z;0.034;12.96;107;0.004;6.968571428571429;100.21428571428571;164.47565325115247;10.235380622857594;-64.26136753686676;Sous-régime
2021-03-06T09:00:15Z;0.037;12.96;112;0.003;7.367999999999999;101.0;164.57622421603375;10.52819826740898;-63.57622421603375;Sous-régime
