Time;km;speed_kmh;FC;dist;speed_smooth;fc_smooth;fc_ref;std_ref;fc_delta;label_effort
2020-12-19T14:06:37Z;0.0;0.0;94;0.0;0.0;94.0;77.40991086089613;9.287487713817985;16.590089139103867;Repos/Arret
2020-12-19T14:06:37Z;0.002;0.0;94;0.002;0.0;94.0;77.40991086089613;9.287487713817985;16.590089139103867;Repos/Arret
2020-12-19T14:06:38Z;0.006;0.0;94;0.004;0.0;94.0;77.40991086089613;9.287487713817985;16.590089139103867;Repos/Arret
2020-12-19T14:06:39Z;0.01;0.0;94;0.004;0.0;94.0;77.40991086089613;9.287487713817985;16.590089139103867;Repos/Arret
2020-12-19T14:06:40Z;0.013;15.84;95;0.003;3.168;94.2;121.7502435843303;14.448029298068235;-27.550243584330303;Repos/Arret
2020-12-19T14:06:41Z;0.016;14.76;96;0.003;5.1000000000000005;94.5;148.79112831339432;17.59517776422085;-54.291128313394324;Sous-régime
2020-12-19T14:06:42Z;0.019;12.6;96;0.003;6.171428571428572;94.71428571428571;160.61172977257485;15.304778643513526;-65.89744405828914;Sous-régime
2020-12-19T14:06:43Z;0.022;11.52;96;0.003;6.84;94.875;164.01909088964163;10.642143390896786;-69.14409088964163;Sous-régime
2020-12-19T14:06:44Z;0.024;10.44;96;0.002;7.239999999999999;95.0;164.58006183966245;10.39176399144188;-69.58006183966245;Sous-régime
2020-12-19T14:06:45Z;0.026;9.36;97;0.002;7.452;95.2;164.57370577552743;10.617733261012388;-69.37370577552743;Sous-régime
2020-12-19T14:06:46Z;0.028;8.28;97;0.002;7.527272727272727;95.36363636363636;164.60758887458837;10.632185825940645;-69.24395251095201;Sous-régime
2020-12-19T14:06:47Z;0.03;7.56;98;0.002;7.53;95.58333333333333;164.61112109538053;10.628514797084705;-69.0277877620472;Sous-régime
2020-12-19T14:06:48Z;0.032;7.2;99;0.002;7.504615384615385;95.84615384615384;164.5782442710842;10.662683604128459;-68.73209042493036;Sous-régime
2020-12-19T14:06:50Z;0.036;7.2;99;0.004;7.482857142857142;96.07142857142857;164.57278063411695;10.650623666825885;-68.50135206268838;Sous-régime
2020-12-19T14:06:50Z;0.037;7.2;99;0.001;7.4639999999999995;96.26666666666667;164.57334599831225;10.630523974384303;-68.30667933164558;Sous-régime
2020-12-19T14:06:51Z;0.039;8.28;99;0.002;7.515;96.4375;164.59169388102362;10.648705455792378;-68.15419388102362;Sous-régime
2020-12-19T14:06:52Z;0.042;9.0;100;0.003;7.602352941176471;96.6470588235294;164.70482883521984;10.53112456096534;-68.05777001169044;Sous-régime
2020-12-19T14:06:53Z;0.045;9.36;101;0.003;7.699999999999999;96.88888888888889;164.83129619142574;10.399687331731078;-67.94240730253685;Sous-régime
2020-12-19T14:06:54Z;0.047;9.0;101;0.002;7.768421052631578;97.10526315789474;164.91991155515908;10.30758959025748;-67.81464839726434;Sous-régime
2020-12-19T14:06:55Z;0.05;9.0;102;0.003;7.83;97.35;164.9996653825191;10.224701622931244;-67.64966538251912;Sous-régime
