Time;km;speed_kmh;FC;dist;speed_smooth;fc_smooth;fc_ref;std_ref;fc_delta;label_effort
2024-10-27T07:52:26Z;5.703;6.48;161;0.002;8.496;163.83333333333334;165.1244699049309;9.190694771366982;-1.2911365715975478;Normal
2024-10-27T07:52:27Z;5.706;7.2;160;0.003;8.352;163.6;165.15215813598576;9.42445652865394;-1.5521581359857635;Normal
2024-10-27T07:52:28Z;5.709;9.36;161;0.003;8.352;163.43333333333334;165.15215813598576;9.42445652865394;-1.7188248026524207;Normal
2024-10-27T07:52:29Z;5.712;9.72;160;0.003;8.412;163.2;165.14062137304623;9.32705579645104;-1.9406213730462412;Normal
2024-10-27T07:52:30Z;5.714;9.72;160;0.002;8.496;162.93333333333334;165.1244699049309;9.190694771366982;-2.1911365715975535;Normal
2024-10-27T07:52:31Z;5.717;10.08;161;0.003;8.568000000000001;162.7;165.32477535401603;9.268106775717293;-2.6247753540160375;Normal
2024-10-27T07:52:32Z;5.72;9.72;162;0.003;8.627999999999998;162.5;165.50219408926404;9.342140940273614;-3.0021940892640373;Normal
2024-10-27T07:52:33Z;5.722;9.72;163;0.002;8.520000000000001;162.4;165.1828403658176;9.208879444072233;-2.7828403658176057;Normal
2024-10-27T07:52:34Z;5.725;9.72;162;0.003;8.412;162.3;165.14062137304623;9.32705579645104;-2.8406213730462184;Normal
2024-10-27T07:52:35Z;5.729;10.44;163;0.004;8.304;162.23333333333332;165.16138754633738;9.502377114416259;-2.92805421300406;Normal
2024-10-27T07:52:36Z;5.732;10.8;165;0.003;8.280000000000001;162.2;165.1660022515132;9.541337407297418;-2.9660022515132027;Normal
2024-10-27T07:52:37Z;5.735;11.16;165;0.003;8.292;162.2;165.16369489892529;9.52185726085684;-2.963694898925297;Normal
2024-10-27T07:52:38Z;5.738;11.16;165;0.003;8.4;162.13333333333333;165.14292872563414;9.34653594289162;-3.0095953923008096;Normal
2024-10-27T07:52:39Z;5.742;12.24;164;0.004;8.544;162.03333333333333;165.2538078599168;9.238493109894762;-3.220474526583473;Normal
2024-10-27T07:52:40Z;5.745;11.52;164;0.003;8.736;162.03333333333333;165.82154781271046;9.475402436475001;-3.7882144793771317;Normal
2024-10-27T07:52:41Z;5.748;11.52;164;0.003;8.831999999999999;162.03333333333333;166.1054177891073;9.593857099765119;-4.072084455773961;Normal
2024-10-27T07:52:42Z;5.752;11.88;164;0.004;8.988;162.06666666666666;166.56670650075216;9.786345927611565;-4.500039834085499;Normal
