Time;km;speed_kmh;FC;dist;speed_smooth;fc_smooth;fc_ref;std_ref;fc_delta;label_effort
2022-06-26T08:37:28Z;0.0;0.0;123;0.0;0.0;123.0;77.40991086089613;9.287487713817985;45.59008913910387;Repos/Arret
2022-06-26T08:37:29Z;0.003;0.0;123;0.003;0.0;123.0;77.40991086089613;9.287487713817985;45.59008913910387;Repos/Arret
2022-06-26T08:37:30Z;0.005;9.0;124;0.002;3.0;123.33333333333333;119.39886230354213;14.174364214054965;3.9344710297911973;Repos/Arret
2022-06-26T08:37:31Z;0.007;8.28;125;0.002;4.32;123.75;137.87400093830638;16.324589874159237;-14.12400093830638;Repos/Arret
2022-06-26T08:37:32Z;0.009;7.92;126;0.002;5.04;124.2;147.9513492845414;17.49744023421611;-23.751349284541405;Sous-régime
2022-06-26T08:37:33Z;0.011;8.28;127;0.002;5.579999999999999;124.66666666666667;155.2015343237472;18.075478400069;-30.53486765708054;Sous-régime
2022-06-26T08:37:34Z;0.014;8.28;129;0.003;5.965714285714285;125.28571428571429;159.11595166053337;17.2496501441845;-33.83023737481908;Sous-régime
2022-06-26T08:37:35Z;0.017;8.64;129;0.003;6.3;125.75;161.4726022008202;13.90118023506927;-35.722602200820205;Sous-régime
2022-06-26T08:37:36Z;0.02;9.36;131;0.003;6.64;126.33333333333333;163.30888277173588;11.274885474513303;-36.97554943840255;Sous-régime
2022-06-26T08:37:37Z;0.024;10.8;132;0.004;7.056;126.9;164.58557842362868;10.195639719739178;-37.68557842362867;Sous-régime
2022-06-26T08:37:38Z;0.029;12.6;133;0.005;7.56;127.45454545454545;164.6499755240944;10.58813347966936;-37.19543006954895;Sous-régime
2022-06-26T08:37:39Z;0.034;14.4;132;0.005;8.13;127.83333333333333;165.194844158862;9.784839237804666;-37.36151082552867;Sous-régime
2022-06-26T08:37:40Z;0.038;15.12;135;0.004;8.667692307692308;128.3846153846154;165.6195634064281;9.391117387595493;-37.23494802181273;Sous-régime
2022-06-26T08:37:41Z;0.043;16.56;136;0.005;9.231428571428571;128.92857142857142;166.27277496972533;9.916239374805823;-37.34420354115392;Sous-régime
2022-06-26T08:37:42Z;0.047;16.56;137;0.004;9.719999999999999;129.46666666666667;165.11486205803362;9.494027903926808;-35.648195391366954;Sous-régime
2022-06-26T08:37:43Z;0.05;15.12;136;0.003;10.0575;129.875;164.11498745481126;8.775450809622232;-34.239987454811256;Sous-régime
2022-06-26T08:37:44Z;0.054;14.4;137;0.004;10.312941176470588;130.2941176470588;164.05851923389775;8.725539756898963;-33.76440158683894;Sous-régime
2022-06-26T08:37:45Z;0.057;13.68;139;0.003;10.5;130.77777777777777;164.01716772151897;8.688990039533392;-33.2393899437412;Sous-régime
2022-06-26T08:37:46Z;0.06;12.24;140;0.003;10.59157894736842;131.26315789473685;163.9162556902387;8.60563243525333;-32.65309779550185;Sous-régime
2022-06-26T08:37:47Z;0.064;12.24;142;0.004;10.674;131.8;163.82543486208644;8.530610591401272;-32.02543486208643;Sous-régime
2022-06-26T08:37:48Z;0.066;11.52;142;0.002;10.714285714285714;132.28571428571428;163.78104351039516;8.493941458089896;-31.495329224680887;Sous-régime
2022-06-26T08:37:49Z;0.069;10.8;141;0.003;10.718181818181817;132.6818181818182;163.77675034292017;8.490395120245468;-31.09493216110198;Sous-régime
2022-06-26T08:37:50Z;0.069;8.64;140;0.0;10.62782608695652;133.0;163.8763144964486;8.572639320515794;-30.8763144964486;Sous-régime
2022-06-26T08:37:51Z;0.073;9.36;138;0.004;10.575;133.20833333333334;163.93452424762563;8.620723036028169;-30.72619091429229;Sous-régime
2022-06-26T08:37:52Z;0.076;8.64;141;0.003;10.4976;133.52;164.01769826922495;8.689458979303366;-30.49769826922494;Sous-régime
2022-06-26T08:37:53Z;0.08;10.08;142;0.004;10.481538461538461;133.84615384615384;164.02124885771892;8.692597268533188;-30.175095011565077;Sous-régime
2022-06-26T08:37:54Z;0.083;10.08;142;0.003;10.466666666666667;134.14814814814815;164.02453643965774;8.695503091894134;-29.876388291509585;Sous-régime
2022-06-26T08:37:55Z;0.087;12.6;141;0.004;10.542857142857143;134.39285714285714;163.96994287929422;8.649980323244693;-29.577085736437084;Sous-régime
