Time;km;speed_kmh;FC;dist
2024-10-13T08:15:44Z;0;0;117;0
2024-10-13T08:15:45Z;0,003;0;117;0,003
2024-10-13T08:15:46Z;0,005;10,08;116;0,002
2024-10-13T08:15:47Z;0,008;10,08;118;0,003
2024-10-13T08:15:48Z;0,011;10,08;119;0,003
2024-10-13T08:15:49Z;0,013;9,72;120;0,002
2024-10-13T08:15:50Z;0,016;9,36;120;0,003
2024-10-13T08:15:51Z;0,018;9,36;124;0,002
2024-10-13T08:15:52Z;0,021;9,36;124;0,003
2024-10-13T08:15:53Z;0,023;8,64;125;0,002
2024-10-13T08:15:54Z;0,025;8,64;128;0,002
2024-10-13T08:15:55Z;0,028;8,28;130;0,003
2024-10-13T08:15:56Z;0,03;7,92;130;0,002
2024-10-13T08:15:57Z;0,032;7,92;134;0,002
2024-10-13T08:15:58Z;0,034;7,92;135;0,002
2024-10-13T08:15:59Z;0,037;8,28;138;0,003
2024-10-13T08:16:00Z;0,04;9;138;0,003
2024-10-13T08:16:01Z;0,043;9,72;139;0,003
2024-10-13T08:16:02Z;0,047;10,8;141;0,004
2024-10-13T08:16:03Z;0,05;11,52;141;0,003
2024-10-13T08:16:04Z;0,054;12,24;141;0,004
2024-10-13T08:16:05Z;0,058;12,96;143;0,004
2024-10-13T08:16:06Z;0,061;12,96;143;0,003
2024-10-13T08:16:07Z;0,064;12,24;143;0,003
2024-10-13T08:16:08Z;0,068;12,96;145;0,004
2024-10-13T08:16:09Z;0,071;12,24;146;0,003
2024-10-13T08:16:10Z;0,074;11,52;149;0,003
2024-10-13T08:16:11Z;0,077;11,52;146;0,003
2024-10-13T08:16:12Z;0,08;11,52;147;0,003
2024-10-13T08:16:13Z;0,083;10,44;146;0,003
2024-10-13T08:16:14Z;0,085;10,08;150;0,002
2024-10-13T08:16:15Z;0,088;10,08;152;0,003
2024-10-13T08:16:16Z;0,09;9,72;152;0,002
2024-10-13T08:16:17Z;0,093;9,36;152;0,003
2024-10-13T08:16:18Z;0,096;9,72;155;0,003
2024-10-13T08:16:19Z;0,1;10,44;156;0,004
2024-10-13T08:16:20Z;0,103;10,8;159;0,003
2024-10-13T08:16:21Z;0,107;11,88;161;0,004
2024-10-13T08:16:22Z;0,111;12,6;161;0,004
2024-10-13T08:16:23Z;0,114;12,96;161;0,003
2024-10-13T08:16:24Z;0,117;12,6;161;0,003
2024-10-13T08:16:25Z;0,12;12,24;162;0,003
2024-10-13T08:16:26Z;0,123;11,52;162;0,003
2024-10-13T08:16:27Z;0,126;11,16;164;0,003
2024-10-13T08:16:28Z;0,129;10,8;165;0,003
2024-10-13T08:16:29Z;0,132;10,8;168;0,003
2024-10-13T08:16:30Z;0,136;11,52;168;0,004
2024-10-13T08:16:31Z;0,139;11,52;168;0,003
2024-10-13T08:16:32Z;0,142;11,52;168;0,003
2024-10-13T08:16:33Z;0,145;11,88;167;0,003
2024-10-13T08:16:34Z;0,149;11,88;167;0,004
2024-10-13T08:16:35Z;0,152;11,52;166;0,003
2024-10-13T08:16:36Z;0,156;12,24;166;0,004
2024-10-13T08:16:37Z;0,159;12,24;167;0,003
2024-10-13T08:16:38Z;0,162;11,88;167;0,003
2024-10-13T08:16:39Z;0,165;11,88;167;0,003
2024-10-13T08:16:40Z;0,169;12,24;166;0,004
2024-10-13T08:16:41Z;0,172;11,52;168;0,003
2024-10-13T08:16:42Z;0,176;12,24;169;0,004
2024-10-13T08:16:43Z;0,179;12,24;170;0,003
2024-10-13T08:16:44Z;0,183;12,96;170;0,004
2024-10-13T08:16:45Z;0,187;12,96;169;0,004
2024-10-13T08:16:46Z;0,19;12,96;168;0,003
2024-10-13T08:16:47Z;0,194;12,96;168;0,004
2024-10-13T08:16:48Z;0,197;12,96;170;0,003
2024-10-13T08:16:49Z;0,201;12,96;171;0,004
2024-10-13T08:16:50Z;0,204;12,24;171;0,003
2024-10-13T08:16:51Z;0,207;12,24;172;0,003
2024-10-13T08:16:52Z;0,21;11,52;171;0,003
2024-10-13T08:16:53Z;0,213;11,52;172;0,003
2024-10-13T08:16:54Z;0,216;10,8;172;0,003
2024-10-13T08:16:55Z;0,22;11,52;172;0,004
2024-10-13T08:16:56Z;0,223;11,52;171;0,003
2024-10-13T08:16:57Z;0,226;11,52;172;0,003
2024-10-13T08:16:58Z;0,23;12,24;171;0,004
