Time;km;speed_kmh;FC;dist
2022-06-26T08:37:28Z;0;0;123;0
2022-06-26T08:37:29Z;0,003;0;123;0,003
2022-06-26T08:37:30Z;0,005;9;124;0,002
2022-06-26T08:37:31Z;0,007;8,28;125;0,002
2022-06-26T08:37:32Z;0,009;7,92;126;0,002
2022-06-26T08:37:33Z;0,011;8,28;127;0,002
2022-06-26T08:37:34Z;0,014;8,28;129;0,003
2022-06-26T08:37:35Z;0,017;8,64;129;0,003
2022-06-26T08:37:36Z;0,02;9,36;131;0,003
2022-06-26T08:37:37Z;0,024;10,8;132;0,004
2022-06-26T08:37:38Z;0,029;12,6;133;0,005
2022-06-26T08:37:39Z;0,034;14,4;132;0,005
2022-06-26T08:37:40Z;0,038;15,12;135;0,004
2022-06-26T08:37:41Z;0,043;16,56;136;0,005
2022-06-26T08:37:42Z;0,047;16,56;137;0,004
2022-06-26T08:37:43Z;0,05;15,12;136;0,003
2022-06-26T08:37:44Z;0,054;14,4;137;0,004
2022-06-26T08:37:45Z;0,057;13,68;139;0,003
2022-06-26T08:37:46Z;0,06;12,24;140;0,003
2022-06-26T08:37:47Z;0,064;12,24;142;0,004
2022-06-26T08:37:48Z;0,066;11,52;142;0,002
2022-06-26T08:37:49Z;0,069;10,8;141;0,003
2022-06-26T08:37:50Z;0,069;8,64;140;0
2022-06-26T08:37:51Z;0,073;9,36;138;0,004
2022-06-26T08:37:52Z;0,076;8,64;141;0,003
2022-06-26T08:37:53Z;0,08;10,08;142;0,004
2022-06-26T08:37:54Z;0,083;10,08;142;0,003
2022-06-26T08:37:55Z;0,087;12,6;141;0,004
2022-06-26T08:37:56Z;0,09;12,6;142;0,003
2022-06-26T08:37:57Z;0,094;12,96;143;0,004
2022-06-26T08:37:58Z;0,097;12,24;142;0,003
2022-06-26T08:37:59Z;0,101;12,6;145;0,004
2022-06-26T08:38:00Z;0,104;12,24;147;0,003
2022-06-26T08:38:01Z;0,107;11,88;149;0,003
2022-06-26T08:38:02Z;0,111;12,24;149;0,004
2022-06-26T08:38:03Z;0,115;12,96;149;0,004
2022-06-26T08:38:04Z;0,119;13,32;149;0,004
2022-06-26T08:38:05Z;0,119;10,8;147;0
2022-06-26T08:38:06Z;0,123;11,52;147;0,004
2022-06-26T08:38:07Z;0,127;11,52;147;0,004
2022-06-26T08:38:08Z;0,132;12,24;148;0,005
2022-06-26T08:38:09Z;0,137;12,96;148;0,005
2022-06-26T08:38:10Z;0,137;12,96;148;0
2022-06-26T08:38:11Z;0,141;12,96;148;0,004
2022-06-26T08:38:12Z;0,145;12,96;148;0,004
2022-06-26T08:38:13Z;0,148;11,52;149;0,003
2022-06-26T08:38:14Z;0,153;11,88;148;0,005
2022-06-26T08:38:15Z;0,159;15,84;151;0,006
2022-06-26T08:38:16Z;0,162;14,76;151;0,003
2022-06-26T08:38:17Z;0,164;13,68;150;0,002
2022-06-26T08:38:18Z;0,167;13,32;150;0,003
2022-06-26T08:38:19Z;0,169;11,16;150;0,002
2022-06-26T08:38:20Z;0,172;9,36;151;0,003
2022-06-26T08:38:21Z;0,175;10,08;150;0,003
2022-06-26T08:38:22Z;0,179;10,8;150;0,004
2022-06-26T08:38:23Z;0,182;11,16;148;0,003
2022-06-26T08:38:24Z;0,185;11,88;149;0,003
2022-06-26T08:38:25Z;0,189;12,24;148;0,004
2022-06-26T08:38:26Z;0,193;12,24;152;0,004
2022-06-26T08:38:27Z;0,196;12,24;154;0,003
