Time;km;speed_kmh;FC;dist
2020-12-19T14:06:37Z;0;0;94;0
2020-12-19T14:06:37Z;0,002;0;94;0,002
2020-12-19T14:06:38Z;0,006;0;94;0,004
2020-12-19T14:06:39Z;0,01;0;94;0,004
2020-12-19T14:06:40Z;0,013;15,84;95;0,003
2020-12-19T14:06:41Z;0,016;14,76;96;0,003
2020-12-19T14:06:42Z;0,019;12,6;96;0,003
2020-12-19T14:06:43Z;0,022;11,52;96;0,003
2020-12-19T14:06:44Z;0,024;10,44;96;0,002
2020-12-19T14:06:45Z;0,026;9,36;97;0,002
2020-12-19T14:06:46Z;0,028;8,28;97;0,002
2020-12-19T14:06:47Z;0,03;7,56;98;0,002
2020-12-19T14:06:48Z;0,032;7,2;99;0,002
2020-12-19T14:06:50Z;0,036;7,2;99;0,004
2020-12-19T14:06:50Z;0,037;7,2;99;0,001
2020-12-19T14:06:51Z;0,039;8,28;99;0,002
2020-12-19T14:06:52Z;0,042;9;100;0,003
2020-12-19T14:06:53Z;0,045;9,36;101;0,003
2020-12-19T14:06:54Z;0,047;9;101;0,002
2020-12-19T14:06:55Z;0,05;9;102;0,003
2020-12-19T14:06:57Z;0,054;8,28;103;0,004
2020-12-19T14:06:57Z;0,055;8,28;103;0,001
2020-12-19T14:06:58Z;0,058;9,36;104;0,003
2020-12-19T14:06:59Z;0,06;9,72;103;0,002
2020-12-19T14:07:00Z;0,063;9,72;103;0,003
2020-12-19T14:07:01Z;0,066;9,72;103;0,003
2020-12-19T14:07:02Z;0,069;9,72;104;0,003
2020-12-19T14:07:03Z;0,072;10,08;103;0,003
2020-12-19T14:07:04Z;0,075;10,44;103;0,003
2020-12-19T14:07:05Z;0,079;11,52;105;0,004
2020-12-19T14:07:06Z;0,083;12,24;112;0,004
2020-12-19T14:07:07Z;0,087;12,96;118;0,004
2020-12-19T14:07:08Z;0,09;13,32;121;0,003
2020-12-19T14:07:09Z;0,093;12,96;123;0,003
2020-12-19T14:07:10Z;0,096;11,88;125;0,003
2020-12-19T14:07:11Z;0,097;10,44;129;0,001
2020-12-19T14:07:12Z;0,099;9;134;0,002
2020-12-19T14:07:13Z;0,101;7,92;138;0,002
2020-12-19T14:07:14Z;0,103;7,2;140;0,002
2020-12-19T14:07:15Z;0,105;6,84;139;0,002
2020-12-19T14:07:16Z;0,108;7,56;137;0,003
2020-12-19T14:07:17Z;0,11;7,92;136;0,002
2020-12-19T14:07:18Z;0,113;8,64;138;0,003
2020-12-19T14:07:19Z;0,116;9;139;0,003
2020-12-19T14:07:20Z;0,118;9,36;139;0,002
2020-12-19T14:07:21Z;0,12;9;140;0,002
2020-12-19T14:07:22Z;0,123;9;142;0,003
2020-12-19T14:07:23Z;0,126;9,36;143;0,003
2020-12-19T14:07:24Z;0,129;9,72;144;0,003
2020-12-19T14:07:25Z;0,132;10,08;145;0,003
2020-12-19T14:07:27Z;0,137;10,08;145;0,005
2020-12-19T14:07:27Z;0,138;10,08;145;0,001
2020-12-19T14:07:28Z;0,141;10,8;145;0,003
2020-12-19T14:07:29Z;0,144;10,8;146;0,003
2020-12-19T14:07:30Z;0,146;10,44;146;0,002
2020-12-19T14:07:31Z;0,15;10,44;147;0,004
2020-12-19T14:07:32Z;0,153;10,44;147;0,003
2020-12-19T14:07:33Z;0,157;11,16;148;0,004
2020-12-19T14:07:35Z;0,162;11,52;149;0,005
2020-12-19T14:07:35Z;0,164;11,52;149;0,002
2020-12-19T14:07:36Z;0,168;13,32;150;0,004
2020-12-19T14:07:37Z;0,172;13,68;151;0,004
2020-12-19T14:07:38Z;0,176;14,04;152;0,004
2020-12-19T14:07:39Z;0,18;14,04;152;0,004
2020-12-19T14:07:40Z;0,184;14,4;152;0,004
2020-12-19T14:07:41Z;0,188;14,4;152;0,004
2020-12-19T14:07:42Z;0,192;14,4;153;0,004
2020-12-19T14:07:43Z;0,196;14,04;153;0,004
2020-12-19T14:07:44Z;0,199;13,68;153;0,003
2020-12-19T14:07:45Z;0,202;12,96;153;0,003
2020-12-19T14:07:46Z;0,205;12,24;153;0,003
2020-12-19T14:07:47Z;0,208;11,52;154;0,003
2020-12-19T14:07:48Z;0,21;10,8;154;0,002
2020-12-19T14:07:49Z;0,213;10,08;154;0,003
2020-12-19T14:07:50Z;0,215;9;154;0,002
2020-12-19T14:07:51Z;0,218;9;154;0,003
2020-12-19T14:07:52Z;0,219;7,92;155;0,001
2020-12-19T14:07:53Z;0,219;6,48;154;0
2020-12-19T14:07:54Z;0,22;5,4;152;0,001
2020-12-19T14:07:55Z;0,221;4,68;150;0,001
2020-12-19T14:07:56Z;0,222;3,24;146;0,001
2020-12-19T14:07:57Z;0,223;3,24;144;0,001
2020-12-19T14:07:58Z;0,224;3,24;144;0,001
2020-12-19T14:07:59Z;0,225;3,24;144;0,001
2020-12-19T14:08:00Z;0,226;3,24;143;0,001
2020-12-19T14:08:01Z;0,227;3,24;142;0,001
2020-12-19T14:08:02Z;0,227;3,24;142;0
2020-12-19T14:08:04Z;0,228;2,52;141;0,001
2020-12-19T14:08:04Z;0,229;2,52;141;0,001
2020-12-19T14:08:05Z;0,231;3,96;140;0,002
2020-12-19T14:08:06Z;0,232;4,32;136;0,001
2020-12-19T14:08:07Z;0,234;4,32;135;0,002
2020-12-19T14:08:08Z;0,235;4,32;134;0,001
2020-12-19T14:08:09Z;0,236;4,68;132;0,001
2020-12-19T14:08:10Z;0,237;3,96;131;0,001
2020-12-19T14:08:12Z;0,238;3,24;129;0,001
2020-12-19T14:08:12Z;0,239;3,24;129;0,001
2020-12-19T14:08:13Z;0,242;5,04;128;0,003
2020-12-19T14:08:14Z;0,243;5,4;128;0,001
2020-12-19T14:08:15Z;0,245;5,4;127;0,002
2020-12-19T14:08:16Z;0,246;5,4;124;0,001
2020-12-19T14:08:17Z;0,247;6,12;123;0,001
2020-12-19T14:08:18Z;0,249;5,04;122;0,002
2020-12-19T14:08:20Z;0,25;4,32;122;0,001
2020-12-19T14:08:20Z;0,252;4,32;122;0,002
2020-12-19T14:08:21Z;0,254;5,4;119;0,002
2020-12-19T14:08:22Z;0,257;6,48;117;0,003
2020-12-19T14:08:23Z;0,258;6,48;114;0,001
2020-12-19T14:08:24Z;0,259;6,12;113;0,001
2020-12-19T14:08:25Z;0,26;6,12;115;0,001
2020-12-19T14:08:26Z;0,262;5,76;117;0,002
2020-12-19T14:08:28Z;0,263;3,6;118;0,001
2020-12-19T14:08:28Z;0,264;3,6;119;0,001
2020-12-19T14:08:29Z;0,266;5,04;119;0,002
2020-12-19T14:08:30Z;0,269;6,12;121;0,003
2020-12-19T14:08:31Z;0,271;7,2;123;0,002
2020-12-19T14:08:32Z;0,274;7,56;125;0,003
2020-12-19T14:08:33Z;0,277;9,36;126;0,003
2020-12-19T14:08:34Z;0,28;9,72;126;0,003
2020-12-19T14:08:36Z;0,285;9,36;128;0,005
2020-12-19T14:08:36Z;0,286;9,36;129;0,001
2020-12-19T14:08:37Z;0,289;10,8;129;0,003
2020-12-19T14:08:38Z;0,293;11,16;130;0,004
2020-12-19T14:08:39Z;0,296;11,52;131;0,003
2020-12-19T14:08:40Z;0,3;11,88;131;0,004
2020-12-19T14:08:41Z;0,304;12,6;131;0,004
2020-12-19T14:08:42Z;0,308;12,96;131;0,004
2020-12-19T14:08:43Z;0,311;13,68;132;0,003
2020-12-19T14:08:44Z;0,315;13,68;133;0,004
2020-12-19T14:08:45Z;0,32;14,4;133;0,005
2020-12-19T14:08:46Z;0,324;14,76;133;0,004
2020-12-19T14:08:47Z;0,329;15,12;133;0,005
2020-12-19T14:08:48Z;0,333;15,12;132;0,004
2020-12-19T14:08:49Z;0,336;15,12;132;0,003
2020-12-19T14:08:50Z;0,34;14,76;132;0,004
2020-12-19T14:08:51Z;0,344;14,04;132;0,004
2020-12-19T14:08:52Z;0,348;13,68;132;0,004
2020-12-19T14:08:53Z;0,351;13,68;133;0,003
2020-12-19T14:08:54Z;0,355;13,32;133;0,004
2020-12-19T14:08:55Z;0,359;13,32;133;0,004
2020-12-19T14:08:56Z;0,362;13,32;133;0,003
2020-12-19T14:08:57Z;0,365;12,6;133;0,003
2020-12-19T14:08:58Z;0,369;12,24;133;0,004
2020-12-19T14:08:59Z;0,372;12,24;134;0,003
2020-12-19T14:09:00Z;0,375;11,88;134;0,003
2020-12-19T14:09:01Z;0,379;11,88;135;0,004
2020-12-19T14:09:02Z;0,382;11,88;137;0,003
2020-12-19T14:09:03Z;0,385;12,24;138;0,003
2020-12-19T14:09:05Z;0,39;10,8;139;0,005
2020-12-19T14:09:05Z;0,391;10,8;139;0,001
2020-12-19T14:09:06Z;0,395;11,52;138;0,004
2020-12-19T14:09:07Z;0,397;11,16;138;0,002
2020-12-19T14:09:08Z;0,4;10,44;138;0,003
2020-12-19T14:09:09Z;0,402;10,08;138;0,002
2020-12-19T14:09:10Z;0,404;9,36;138;0,002
2020-12-19T14:09:11Z;0,407;9;136;0,003
2020-12-19T14:09:13Z;0,412;8,28;140;0,005
2020-12-19T14:09:13Z;0,413;8,28;140;0,001
2020-12-19T14:09:14Z;0,417;10,44;141;0,004
2020-12-19T14:09:15Z;0,421;11,52;142;0,004
2020-12-19T14:09:16Z;0,425;12,96;143;0,004
2020-12-19T14:09:17Z;0,428;12,96;143;0,003
2020-12-19T14:09:18Z;0,433;14,04;143;0,005
2020-12-19T14:09:19Z;0,436;14,04;145;0,003
2020-12-19T14:09:21Z;0,441;11,88;145;0,005
2020-12-19T14:09:21Z;0,443;11,88;145;0,002
2020-12-19T14:09:22Z;0,445;12,24;146;0,002
2020-12-19T14:09:23Z;0,449;11,52;147;0,004
2020-12-19T14:09:24Z;0,452;11,52;148;0,003
2020-12-19T14:09:25Z;0,456;11,88;149;0,004
2020-12-19T14:09:26Z;0,46;12,6;149;0,004
2020-12-19T14:09:27Z;0,464;13,32;149;0,004
2020-12-19T14:09:29Z;0,469;12,24;149;0,005
2020-12-19T14:09:29Z;0,471;12,24;149;0,002
2020-12-19T14:09:30Z;0,475;13,32;150;0,004
2020-12-19T14:09:31Z;0,478;13,32;151;0,003
2020-12-19T14:09:32Z;0,482;12,96;151;0,004
2020-12-19T14:09:33Z;0,485;12,96;151;0,003
2020-12-19T14:09:34Z;0,488;12,24;151;0,003
2020-12-19T14:09:35Z;0,491;11,88;151;0,003
2020-12-19T14:09:36Z;0,494;11,52;151;0,003
2020-12-19T14:09:37Z;0,497;10,8;151;0,003
2020-12-19T14:09:38Z;0,5;10,8;151;0,003
2020-12-19T14:09:39Z;0,503;10,8;152;0,003
2020-12-19T14:09:40Z;0,506;10,8;153;0,003
2020-12-19T14:09:41Z;0,51;11,52;153;0,004
2020-12-19T14:09:42Z;0,514;12,24;153;0,004
2020-12-19T14:09:43Z;0,517;12,6;153;0,003
2020-12-19T14:09:44Z;0,521;12,96;151;0,004
2020-12-19T14:09:45Z;0,525;13,68;149;0,004
2020-12-19T14:09:46Z;0,529;13,68;146;0,004
2020-12-19T14:09:47Z;0,533;14,04;146;0,004
2020-12-19T14:09:48Z;0,537;14,4;146;0,004
2020-12-19T14:09:49Z;0,542;14,76;146;0,005
2020-12-19T14:09:50Z;0,546;15,12;145;0,004
2020-12-19T14:09:51Z;0,551;16,2;145;0,005
2020-12-19T14:09:52Z;0,557;16,92;145;0,006
2020-12-19T14:09:53Z;0,562;17,28;145;0,005
2020-12-19T14:09:54Z;0,566;17,64;144;0,004
2020-12-19T14:09:55Z;0,57;17,28;144;0,004
2020-12-19T14:09:56Z;0,575;16,56;144;0,005
2020-12-19T14:09:57Z;0,578;15,48;143;0,003
2020-12-19T14:09:58Z;0,581;14,4;143;0,003
2020-12-19T14:09:59Z;0,584;12,6;144;0,003
2020-12-19T14:10:00Z;0,586;10,8;145;0,002
2020-12-19T14:10:01Z;0,588;9,36;146;0,002
2020-12-19T14:10:02Z;0,59;8,28;147;0,002
2020-12-19T14:10:03Z;0,592;7,92;148;0,002
2020-12-19T14:10:04Z;0,595;7,92;149;0,003
2020-12-19T14:10:06Z;0,598;7,56;149;0,003
2020-12-19T14:10:06Z;0,599;7,56;149;0,001
2020-12-19T14:10:07Z;0,602;8,64;150;0,003
2020-12-19T14:10:08Z;0,604;8,64;151;0,002
2020-12-19T14:10:09Z;0,607;8,64;153;0,003
2020-12-19T14:10:10Z;0,61;9;155;0,003
2020-12-19T14:10:11Z;0,612;9;157;0,002
2020-12-19T14:10:12Z;0,614;9;156;0,002
2020-12-19T14:10:14Z;0,617;7,56;155;0,003
2020-12-19T14:10:14Z;0,618;7,56;155;0,001
2020-12-19T14:10:15Z;0,621;7,92;155;0,003
2020-12-19T14:10:16Z;0,623;7,92;153;0,002
2020-12-19T14:10:17Z;0,625;8,28;152;0,002
2020-12-19T14:10:18Z;0,628;8,64;155;0,003
2020-12-19T14:10:19Z;0,631;9,36;154;0,003
2020-12-19T14:10:20Z;0,634;9,72;154;0,003
2020-12-19T14:10:22Z;0,639;9,36;155;0,005
2020-12-19T14:10:22Z;0,64;9,36;154;0,001
2020-12-19T14:10:23Z;0,643;10,44;154;0,003
2020-12-19T14:10:24Z;0,645;10,08;153;0,002
2020-12-19T14:10:25Z;0,648;10,44;151;0,003
2020-12-19T14:10:26Z;0,651;10,08;151;0,003
2020-12-19T14:10:27Z;0,654;9,72;155;0,003
2020-12-19T14:10:29Z;0,658;9,36;161;0,004
2020-12-19T14:10:29Z;0,66;9,36;161;0,002
2020-12-19T14:10:30Z;0,662;10,08;164;0,002
2020-12-19T14:10:31Z;0,665;10,08;166;0,003
2020-12-19T14:10:32Z;0,667;9,36;169;0,002
2020-12-19T14:10:33Z;0,669;9;171;0,002
2020-12-19T14:10:34Z;0,67;7,92;172;0,001
2020-12-19T14:10:35Z;0,672;7,2;172;0,002
2020-12-19T14:10:36Z;0,674;6,84;172;0,002
2020-12-19T14:10:37Z;0,676;6,48;171;0,002
2020-12-19T14:10:38Z;0,678;6,48;170;0,002
2020-12-19T14:10:39Z;0,68;6,84;169;0,002
2020-12-19T14:10:40Z;0,682;7,2;167;0,002
2020-12-19T14:10:41Z;0,685;7,92;164;0,003
2020-12-19T14:10:42Z;0,688;8,28;161;0,003
2020-12-19T14:10:43Z;0,69;8,64;159;0,002
2020-12-19T14:10:44Z;0,693;9,36;159;0,003
2020-12-19T14:10:45Z;0,696;9,72;159;0,003
2020-12-19T14:10:46Z;0,699;10,08;160;0,003
2020-12-19T14:10:47Z;0,703;10,8;159;0,004
2020-12-19T14:10:48Z;0,707;11,88;157;0,004
2020-12-19T14:10:49Z;0,71;12,24;157;0,003
2020-12-19T14:10:50Z;0,714;12,96;156;0,004
2020-12-19T14:10:50Z;0,718;12,96;156;0,004
2020-12-19T14:10:52Z;0,724;15,12;156;0,006
2020-12-19T14:10:52Z;0,726;15,12;156;0,002
2020-12-19T14:10:53Z;0,729;16,2;156;0,003
2020-12-19T14:10:54Z;0,732;15,84;156;0,003
2020-12-19T14:10:55Z;0,735;12,6;156;0,003
2020-12-19T14:10:56Z;0,738;12,24;156;0,003
2020-12-19T14:10:57Z;0,742;11,52;156;0,004
2020-12-19T14:10:58Z;0,745;11,52;157;0,003
2020-12-19T14:10:59Z;0,749;11,88;157;0,004
2020-12-19T14:11:00Z;0,752;12,24;157;0,003
2020-12-19T14:11:01Z;0,757;13,32;157;0,005
2020-12-19T14:11:02Z;0,761;14,04;158;0,004
2020-12-19T14:11:03Z;0,766;14,76;158;0,005
2020-12-19T14:11:04Z;0,769;15,12;158;0,003
2020-12-19T14:11:05Z;0,773;14,76;158;0,004
2020-12-19T14:11:06Z;0,776;13,68;157;0,003
2020-12-19T14:11:07Z;0,778;12,24;157;0,002
2020-12-19T14:11:08Z;0,782;11,88;157;0,004
2020-12-19T14:11:09Z;0,786;11,88;157;0,004
2020-12-19T14:11:10Z;0,79;12,24;157;0,004
2020-12-19T14:11:11Z;0,793;12,24;157;0,003
2020-12-19T14:11:12Z;0,796;12,6;157;0,003
2020-12-19T14:11:14Z;0,801;10,8;158;0,005
2020-12-19T14:11:14Z;0,802;10,8;158;0,001
2020-12-19T14:11:15Z;0,806;11,52;158;0,004
