Time;km;speed_kmh;FC;dist
2022-11-13T09:00:12Z;0;0;117;0
2022-11-13T09:00:13Z;0;0;117;0
2022-11-13T09:00:14Z;0;0;118;0
2022-11-13T09:00:15Z;0,004;4,68;118;0,004
2022-11-13T09:00:16Z;0,004;3,6;119;0
2022-11-13T09:00:17Z;0,008;5,76;120;0,004
2022-11-13T09:00:18Z;0,008;5,76;120;0
2022-11-13T09:00:19Z;0,012;8,64;122;0,004
2022-11-13T09:00:20Z;0,015;7,92;123;0,003
2022-11-13T09:00:21Z;0,018;10,08;124;0,003
2022-11-13T09:00:22Z;0,021;9,36;127;0,003
2022-11-13T09:00:23Z;0,024;11,52;129;0,003
2022-11-13T09:00:24Z;0,028;11,52;131;0,004
2022-11-13T09:00:25Z;0,032;12,24;131;0,004
2022-11-13T09:00:26Z;0,036;12,96;134;0,004
2022-11-13T09:00:27Z;0,04;14,04;136;0,004
2022-11-13T09:00:28Z;0,045;14,76;137;0,005
2022-11-13T09:00:29Z;0,049;15,12;142;0,004
2022-11-13T09:00:30Z;0,053;15,12;144;0,004
2022-11-13T09:00:31Z;0,057;15,12;146;0,004
2022-11-13T09:00:32Z;0,061;14,76;147;0,004
2022-11-13T09:00:33Z;0,065;14,76;151;0,004
2022-11-13T09:00:34Z;0,069;14,76;152;0,004
2022-11-13T09:00:35Z;0,074;14,76;155;0,005
2022-11-13T09:00:36Z;0,078;15,12;154;0,004
2022-11-13T09:00:37Z;0,082;14,76;156;0,004
2022-11-13T09:00:38Z;0,085;14,4;156;0,003
2022-11-13T09:00:39Z;0,088;13,68;156;0,003
2022-11-13T09:00:40Z;0,092;13,32;156;0,004
2022-11-13T09:00:41Z;0,096;12,96;158;0,004
2022-11-13T09:00:42Z;0,1;13,32;160;0,004
2022-11-13T09:00:43Z;0,104;13,32;162;0,004
2022-11-13T09:00:44Z;0,107;13,68;162;0,003
2022-11-13T09:00:45Z;0,111;13,68;162;0,004
2022-11-13T09:00:46Z;0,114;12,6;163;0,003
2022-11-13T09:00:47Z;0,116;11,88;163;0,002
2022-11-13T09:00:48Z;0,119;11,16;163;0,003
2022-11-13T09:00:49Z;0,123;11,16;162;0,004
2022-11-13T09:00:50Z;0,127;11,16;162;0,004
2022-11-13T09:00:51Z;0,13;11,88;163;0,003
2022-11-13T09:00:52Z;0,134;12,6;164;0,004
2022-11-13T09:00:53Z;0,137;13,32;165;0,003
2022-11-13T09:00:54Z;0,141;12,6;165;0,004
2022-11-13T09:00:55Z;0,144;12,6;166;0,003
2022-11-13T09:00:56Z;0,148;12,6;167;0,004
2022-11-13T09:00:57Z;0,152;12,96;166;0,004
2022-11-13T09:00:58Z;0,156;13,32;166;0,004
2022-11-13T09:00:59Z;0,161;14,4;165;0,005
2022-11-13T09:01:00Z;0,165;15,12;166;0,004
2022-11-13T09:01:01Z;0,169;15,12;167;0,004
2022-11-13T09:01:02Z;0,175;16,56;165;0,006
2022-11-13T09:01:03Z;0,181;18;169;0,006
2022-11-13T09:01:04Z;0,184;17,28;169;0,003
2022-11-13T09:01:05Z;0,188;16,2;170;0,004
2022-11-13T09:01:06Z;0,191;15,84;172;0,003
2022-11-13T09:01:07Z;0,194;13,68;172;0,003
